Id_Compra;Fecha;Id_Cliente;Id_Vehiculo;Costo Vehículo;IGV;id_Vendedor
16025;2016-12-24;374;6;17052.4917;0.18;3
3156;2016-12-24;309;15;17195.1571;0.18;1
17351;2016-12-24;278;90;17323.1615;0.18;9
15621;2016-12-24;1128;138;17348.4811;0.18;12
13717;2016-12-03;489;71;17776.2143;0.18;3
19302;2016-12-03;1077;150;17594.2658;0.18;7
15783;2016-12-03;1108;90;17323.1615;0.18;3
17539;2016-12-03;897;123;18127.1475;0.18;5
14534;2016-11-18;832;2;16713.2222;0.18;5
12511;2016-11-18;304;55;17777.94;0.18;1
9194;2016-11-18;461;15;17195.1571;0.18;4
15230;2016-11-18;685;138;17348.4811;0.18;12
7103;2016-11-11;567;114;17789.32;0.18;6
8468;2016-11-11;948;59;18055.7447;0.18;1
18280;2016-11-11;152;84;18439.7743;0.18;6
7645;2016-11-11;451;132;17145.7891;0.18;8
2314;2016-10-29;172;72;17714.4702;0.18;5
3453;2016-10-29;481;118;17936.6451;0.18;7
12715;2016-10-29;227;18;17472.3209;0.18;6
13034;2016-10-29;672;52;17750.2457;0.18;11
4659;2016-10-16;642;20;17542.8297;0.18;3
6338;2016-10-16;516;81;17382.9556;0.18;11
4822;2016-10-16;712;123;18127.1475;0.18;3
87;2016-10-16;1016;96;17142.037;0.18;4
11110;2016-10-15;711;34;17408.408;0.18;1
6271;2016-10-15;534;53;16746.6324;0.18;9
18539;2016-10-15;644;8;18283.6954;0.18;1
19116;2016-10-15;575;39;17190.856;0.18;4
2715;2016-08-10;1054;104;17345.1621;0.18;9
10429;2016-08-10;939;77;17265.6593;0.18;12
2664;2016-08-10;795;153;17178.9106;0.18;5
4628;2016-08-10;177;136;17564.6927;0.18;4
17759;2016-07-31;32;144;17190.175;0.18;7
3563;2016-07-31;1009;97;17455.3364;0.18;3
11298;2016-07-31;217;52;17750.2457;0.18;11
18529;2016-07-31;631;126;18020.4532;0.18;5
2355;2016-07-30;1068;23;17002.5247;0.18;7
7457;2016-07-30;467;170;17394.4193;0.18;11
8933;2016-07-30;1157;139;17052.093;0.18;11
12659;2016-07-30;881;31;16480.0186;0.18;7
6956;2016-07-25;846;67;17674.0933;0.18;8
16719;2016-07-25;16;144;17190.175;0.18;6
5912;2016-07-25;808;53;16746.6324;0.18;7
10954;2016-07-25;464;4;17688.2122;0.18;7
11871;2016-07-05;551;3;16966.2701;0.18;7
2256;2016-07-05;747;9;17021.548;0.18;2
15099;2016-07-05;1069;173;17446.5585;0.18;6
10604;2016-07-05;341;102;17736.3395;0.18;8
8492;2016-06-13;1167;160;16786.0843;0.18;8
10172;2016-06-13;933;159;17331.0141;0.18;10
5290;2016-06-13;351;105;18157.1783;0.18;4
7722;2016-06-13;100;116;17633.2773;0.18;8
4401;2016-06-08;779;30;17312.688;0.18;6
5113;2016-06-08;580;20;17542.8297;0.18;12
1788;2016-06-08;533;133;17412.1905;0.18;9
13245;2016-04-05;719;145;17365.5349;0.18;5
2152;2016-04-05;853;96;17142.037;0.18;10
6168;2016-04-05;16;131;16901.265;0.18;7
7627;2016-04-05;873;48;17018.6602;0.18;9
9089;2016-03-03;1175;102;17736.3395;0.18;10
6725;2016-03-03;1106;5;17132.9538;0.18;6
11375;2016-03-03;559;10;16247.0667;0.18;9
6977;2016-03-03;137;102;17736.3395;0.18;8
19266;2015-11-11;261;162;18489.8026;0.18;3
6408;2015-11-11;558;149;17525.4202;0.18;10
9967;2015-11-11;903;78;17115.384;0.18;9
1956;2015-11-11;916;165;16851.875;0.18;7
1034;2015-08-21;956;58;17594.3922;0.18;8
18518;2015-08-21;519;95;17671.2468;0.18;9
12415;2015-08-21;777;79;17682.6483;0.18;5
14750;2015-08-21;451;8;18283.6954;0.18;12
13019;2015-07-06;589;63;17379.3034;0.18;9
18748;2015-07-06;120;171;16709.9392;0.18;8
14846;2015-07-06;1006;28;17717.6137;0.18;9
2373;2015-07-06;423;68;17204.4696;0.18;3
7155;2015-06-24;73;172;17640.3286;0.18;8
17235;2015-06-24;938;1;16766.9526;0.18;2
15252;2015-06-24;387;88;16966.7553;0.18;6
16542;2015-06-24;20;128;17474.2759;0.18;12
7675;2015-06-13;1146;27;17379.5676;0.18;6
3033;2015-06-13;150;10;16247.0667;0.18;1
17372;2015-06-13;40;89;17104.9976;0.18;9
9353;2015-06-13;579;95;17671.2468;0.18;9
17801;2015-05-22;852;129;17768.6268;0.18;1
10871;2015-05-22;1051;63;17379.3034;0.18;5
3898;2015-05-22;332;113;17948.6684;0.18;4
14403;2015-05-22;774;73;17036.0651;0.18;6
17686;2015-03-20;1098;87;17910.5681;0.18;9
5108;2015-03-20;667;56;17321.6625;0.18;6
7934;2015-03-20;1053;142;17184.529;0.18;12
17560;2015-03-20;525;27;17379.5676;0.18;10
16990;2015-03-10;1106;42;17564.1448;0.18;12
16349;2015-03-10;969;35;17928.1954;0.18;11
4304;2015-03-10;1055;107;17260.4854;0.18;1
18792;2015-03-10;665;140;17251.5879;0.18;4
1932;2015-01-02;401;8;18283.6954;0.18;6
12331;2015-01-02;927;105;18157.1783;0.18;12
13615;2015-01-02;997;83;17259;0.18;8
6996;2015-01-02;732;12;17374.121;0.18;11
9051;2017-01-13;46;162;18489.8026;0.18;7
13944;2017-01-13;565;149;17525.4202;0.18;10
13980;2017-01-13;966;82;17657.1417;0.18;1
16884;2017-01-13;258;124;17481.4583;0.18;1
8094;2016-10-24;278;31;16480.0186;0.18;6
9610;2016-10-24;434;159;17331.0141;0.18;10
10407;2016-10-24;307;154;17280.4071;0.18;7
13214;2016-10-18;674;69;17785.2776;0.18;2
10877;2016-10-18;101;56;17321.6625;0.18;4
608;2016-10-18;632;111;17418.8217;0.18;6
4873;2016-10-18;248;171;16709.9392;0.18;4
10285;2016-10-07;892;166;18141;0.18;5
9356;2016-10-07;591;145;17365.5349;0.18;4
4022;2016-10-07;1079;96;17142.037;0.18;10
9190;2016-09-11;482;67;17674.0933;0.18;9
13989;2016-09-11;1028;80;17378.0475;0.18;12
12648;2016-09-11;873;111;17418.8217;0.18;6
1150;2016-08-27;1012;35;17928.1954;0.18;8
14905;2016-08-27;107;82;17657.1417;0.18;2
17831;2016-08-27;900;3;16966.2701;0.18;12
15309;2016-08-27;165;54;17780.12;0.18;5
5368;2016-08-02;220;57;17677.2;0.18;8
17319;2016-08-02;99;98;17906.5446;0.18;1
16072;2016-08-02;241;103;17950.1111;0.18;3
6361;2016-08-02;1088;5;17132.9538;0.18;11
2396;2016-05-15;451;136;17564.6927;0.18;8
19570;2016-05-15;86;140;17251.5879;0.18;10
10136;2016-05-15;1161;159;17331.0141;0.18;1
6732;2016-05-15;625;50;16277.7973;0.18;8
19286;2016-04-24;507;178;17336.9475;0.18;8
13721;2016-04-24;246;91;18290.6647;0.18;5
4387;2016-04-24;698;138;17348.4811;0.18;1
6817;2016-04-24;290;115;18308.6794;0.18;9
19413;2016-04-11;885;157;18057.8296;0.18;8
13563;2016-04-11;936;94;17430.6716;0.18;2
298;2016-04-11;698;157;18057.8296;0.18;10
19438;2016-04-11;383;131;16901.265;0.18;1
3946;2016-04-08;399;46;16640.1123;0.18;4
14674;2016-04-08;1116;49;17269.32;0.18;10
16766;2016-04-08;840;15;17195.1571;0.18;11
16804;2016-04-08;489;92;17448.8832;0.18;4
405;2016-04-02;589;160;16786.0843;0.18;12
14820;2016-04-02;291;45;17403.9439;0.18;2
2286;2016-04-02;628;172;17640.3286;0.18;4
4363;2016-04-02;1074;152;16594.1316;0.18;9
6083;2016-03-19;470;134;17904.3146;0.18;4
6057;2016-03-19;329;15;17195.1571;0.18;9
1491;2016-03-19;497;73;17036.0651;0.18;11
10243;2016-03-19;1079;163;17730.2222;0.18;8
13664;2016-02-10;935;148;16964.9592;0.18;12
14939;2016-02-10;647;33;17013.6929;0.18;6
17501;2016-02-10;88;96;17142.037;0.18;4
14618;2016-02-10;840;162;18489.8026;0.18;8
2463;2016-01-24;744;152;16594.1316;0.18;6
11609;2016-01-24;470;22;17918.5433;0.18;8
13500;2016-01-24;493;160;16786.0843;0.18;9
1899;2016-01-24;697;134;17904.3146;0.18;3
9265;2015-12-23;1067;59;18055.7447;0.18;8
10484;2015-12-23;222;108;18215.7071;0.18;10
8201;2015-12-23;1179;98;17906.5446;0.18;11
10380;2015-12-23;15;136;17564.6927;0.18;11
6940;2015-12-11;569;165;16851.875;0.18;8
3177;2015-12-11;773;134;17904.3146;0.18;3
18669;2015-12-11;366;43;18339.896;0.18;11
5818;2015-12-11;1109;115;18308.6794;0.18;5
7386;2015-10-25;651;41;17558.8369;0.18;12
13251;2015-10-25;1064;127;17831.8761;0.18;4
18823;2015-10-25;1022;85;17594.584;0.18;6
10635;2015-10-19;953;12;17374.121;0.18;5
9165;2015-10-19;194;89;17104.9976;0.18;4
17411;2015-10-19;911;33;17013.6929;0.18;12
1532;2015-10-19;1031;120;17585.6071;0.18;1
14644;2015-08-16;96;162;18489.8026;0.18;11
2617;2015-08-16;472;165;16851.875;0.18;11
16548;2015-08-16;361;62;17052.0326;0.18;9
3926;2015-08-16;307;145;17365.5349;0.18;1
12726;2015-07-31;946;46;16640.1123;0.18;2
10762;2015-07-31;1061;141;18733.9543;0.18;7
11928;2015-07-31;390;105;18157.1783;0.18;4
2377;2015-07-31;333;153;17178.9106;0.18;4
12320;2015-07-26;298;12;17374.121;0.18;8
8481;2015-07-26;452;52;17750.2457;0.18;2
3470;2015-07-26;411;174;17365.9725;0.18;9
9252;2015-07-26;729;136;17564.6927;0.18;12
5367;2015-07-20;266;13;17250.3325;0.18;4
7937;2015-07-20;832;155;17907.6649;0.18;1
16339;2015-07-20;1088;25;17496.8069;0.18;8
9460;2015-07-20;410;175;17766.5556;0.18;6
1078;2015-05-19;353;15;17195.1571;0.18;11
3370;2015-05-19;546;7;17720.0447;0.18;3
6111;2015-05-19;944;79;17682.6483;0.18;3
10917;2015-05-19;894;131;16901.265;0.18;12
3715;2015-05-14;496;120;17585.6071;0.18;4
3367;2015-05-14;634;56;17321.6625;0.18;11
12058;2015-05-14;7;5;17132.9538;0.18;10
12488;2015-05-14;280;138;17348.4811;0.18;3
3027;2015-05-04;590;71;17776.2143;0.18;2
17263;2015-05-04;277;64;17115.1125;0.18;11
10502;2015-05-04;362;91;18290.6647;0.18;3
7404;2015-05-04;870;140;17251.5879;0.18;3
6595;2015-04-14;1012;118;17936.6451;0.18;4
12493;2015-04-14;86;102;17736.3395;0.18;9
13492;2015-04-14;955;77;17265.6593;0.18;3
18422;2015-04-14;36;84;18439.7743;0.18;10
7062;2015-02-23;101;47;17249.4684;0.18;10
13657;2015-02-23;382;174;17365.9725;0.18;10
8773;2015-02-23;815;26;17178.5023;0.18;9
18775;2015-02-23;705;128;17474.2759;0.18;10
15987;2015-01-03;380;2;16713.2222;0.18;11
15248;2015-01-03;961;3;16966.2701;0.18;8
15723;2015-01-03;147;126;18020.4532;0.18;2
16847;2015-01-03;623;132;17145.7891;0.18;2
2371;2016-12-23;1177;132;17145.7891;0.18;10
1738;2016-12-23;1059;111;17418.8217;0.18;3
10456;2016-12-23;1157;52;17750.2457;0.18;1
15166;2016-12-23;964;121;17060.5781;0.18;11
9363;2016-11-14;1126;26;17178.5023;0.18;11
13440;2016-11-14;1148;100;18028.7368;0.18;11
548;2016-11-14;155;48;17018.6602;0.18;2
19716;2016-09-17;983;29;17691.8129;0.18;4
10636;2016-09-17;240;117;16779.5022;0.18;5
8315;2016-09-17;811;115;18308.6794;0.18;12
4682;2016-09-17;549;105;18157.1783;0.18;10
15245;2016-08-04;432;97;17455.3364;0.18;10
14827;2016-08-04;163;39;17190.856;0.18;4
5930;2016-08-04;51;131;16901.265;0.18;6
7235;2016-08-04;196;161;16580.2274;0.18;7
10537;2016-07-23;652;3;16966.2701;0.18;11
18783;2016-07-23;866;99;17414.9711;0.18;6
6649;2016-07-23;313;49;17269.32;0.18;4
18446;2016-07-23;837;116;17633.2773;0.18;1
8334;2016-07-15;612;144;17190.175;0.18;7
10864;2016-07-15;1113;88;16966.7553;0.18;12
4461;2016-07-15;132;11;17262.6083;0.18;3
2035;2016-07-15;523;97;17455.3364;0.18;12
12432;2016-07-10;1044;164;16713.9247;0.18;12
7597;2016-07-10;45;73;17036.0651;0.18;8
19217;2016-07-10;428;66;18315.015;0.18;9
18499;2016-07-10;758;167;18199.8904;0.18;4
18099;2016-06-24;128;45;17403.9439;0.18;1
12699;2016-06-24;673;75;16943.3838;0.18;1
13614;2016-06-24;212;41;17558.8369;0.18;8
19482;2016-06-24;556;134;17904.3146;0.18;2
15404;2016-06-10;32;171;16709.9392;0.18;5
16141;2016-06-10;1098;74;18009.6518;0.18;4
2015;2016-06-10;331;73;17036.0651;0.18;6
5740;2016-06-10;1002;100;18028.7368;0.18;12
14923;2016-06-08;1037;146;17014.9952;0.18;10
9038;2016-06-08;192;122;16910.643;0.18;9
12574;2016-06-08;200;107;17260.4854;0.18;6
15507;2016-06-08;1070;99;17414.9711;0.18;10
16450;2016-05-05;646;76;17616.371;0.18;3
6591;2016-05-05;246;129;17768.6268;0.18;5
18668;2016-05-05;824;143;17615.8517;0.18;5
7953;2016-05-05;1011;77;17265.6593;0.18;3
7847;2016-05-05;367;70;17297.2324;0.18;2
5595;2016-05-05;545;17;18067.7118;0.18;8
15670;2016-05-05;597;178;17336.9475;0.18;5
1427;2016-05-05;1101;38;18084.4457;0.18;5
11222;2016-04-17;705;66;18315.015;0.18;9
13593;2016-04-17;625;82;17657.1417;0.18;3
16822;2016-04-17;1083;39;17190.856;0.18;11
5676;2016-04-17;178;107;17260.4854;0.18;9
8818;2016-03-14;223;73;17036.0651;0.18;4
12543;2016-03-14;342;40;16916.2522;0.18;11
14539;2016-03-14;378;105;18157.1783;0.18;7
12304;2016-03-14;514;113;17948.6684;0.18;7
14667;2015-12-20;788;100;18028.7368;0.18;11
19897;2015-12-20;35;41;17558.8369;0.18;10
16047;2015-12-20;1071;66;18315.015;0.18;9
18698;2015-12-20;69;119;17266.89;0.18;2
5772;2015-12-20;86;102;17736.3395;0.18;2
580;2015-12-20;492;110;17185.4921;0.18;1
16899;2015-12-20;775;80;17378.0475;0.18;8
10050;2015-12-20;1124;97;17455.3364;0.18;6
144;2015-11-18;264;131;16901.265;0.18;3
14886;2015-11-18;965;87;17910.5681;0.18;5
17505;2015-11-18;276;135;17744.5793;0.18;9
353;2015-11-18;1045;168;17486.2304;0.18;3
18523;2015-10-26;499;54;17780.12;0.18;10
17064;2015-10-26;250;1;16766.9526;0.18;2
1907;2015-10-26;716;90;17323.1615;0.18;6
60;2015-10-26;880;165;16851.875;0.18;6
9627;2015-10-14;136;22;17918.5433;0.18;11
11385;2015-10-14;781;73;17036.0651;0.18;3
15270;2015-10-14;845;28;17717.6137;0.18;9
3120;2015-10-14;98;24;17133.0786;0.18;12
17799;2015-10-09;525;40;16916.2522;0.18;11
8012;2015-10-09;864;60;17267.65;0.18;1
12262;2015-10-09;937;87;17910.5681;0.18;7
15104;2015-10-09;1029;81;17382.9556;0.18;5
133;2015-09-24;368;146;17014.9952;0.18;4
4512;2015-09-24;263;130;17890.893;0.18;3
720;2015-09-24;161;136;17564.6927;0.18;10
8431;2015-09-24;666;93;16751.329;0.18;6
7494;2015-08-29;1072;110;17185.4921;0.18;7
4672;2015-08-29;167;41;17558.8369;0.18;9
18248;2015-08-29;636;72;17714.4702;0.18;3
6287;2015-08-29;876;41;17558.8369;0.18;12
3933;2015-06-19;1109;156;17112.6217;0.18;9
4793;2015-06-19;638;150;17594.2658;0.18;1
11047;2015-06-19;1092;136;17564.6927;0.18;2
10000;2015-06-19;62;170;17394.4193;0.18;3
3091;2015-06-13;567;147;17281.0986;0.18;1
5080;2015-06-13;487;33;17013.6929;0.18;8
18395;2015-06-13;457;30;17312.688;0.18;1
15909;2015-06-13;233;12;17374.121;0.18;7
19646;2015-06-03;375;155;17907.6649;0.18;5
14791;2015-06-03;28;145;17365.5349;0.18;12
19846;2015-06-03;967;86;16950.05;0.18;11
18743;2015-06-03;1137;137;17781.9037;0.18;12
16527;2015-05-06;855;143;17615.8517;0.18;4
9996;2015-05-06;233;9;17021.548;0.18;11
10041;2015-05-06;1073;164;16713.9247;0.18;1
7841;2015-05-06;232;51;17423.0083;0.18;8
16474;2015-04-05;395;124;17481.4583;0.18;11
3111;2015-04-05;402;70;17297.2324;0.18;1
10659;2015-04-05;513;69;17785.2776;0.18;10
19688;2015-04-05;681;8;18283.6954;0.18;7
10454;2015-04-05;1006;179;17459.2253;0.18;3
15380;2015-04-05;190;48;17018.6602;0.18;4
3864;2015-04-05;44;21;17975.7649;0.18;2
5535;2015-04-05;267;89;17104.9976;0.18;7
16833;2015-03-23;110;111;17418.8217;0.18;2
6152;2015-03-23;135;51;17423.0083;0.18;12
5924;2015-03-23;780;110;17185.4921;0.18;8
9154;2015-03-23;110;156;17112.6217;0.18;11
15978;2015-02-05;651;20;17542.8297;0.18;10
17475;2015-02-05;492;11;17262.6083;0.18;4
13370;2015-02-05;314;167;18199.8904;0.18;1
11574;2015-02-05;549;133;17412.1905;0.18;3
6081;2017-01-25;804;48;17018.6602;0.18;3
7134;2017-01-25;934;76;17616.371;0.18;11
8966;2017-01-25;280;59;18055.7447;0.18;3
16795;2017-01-25;1078;164;16713.9247;0.18;9
9891;2017-01-22;989;110;17185.4921;0.18;7
11079;2017-01-22;347;104;17345.1621;0.18;12
6830;2017-01-22;732;88;16966.7553;0.18;3
19426;2017-01-22;219;6;17052.4917;0.18;3
18307;2017-01-05;236;152;16594.1316;0.18;12
6967;2017-01-05;885;176;17551.2512;0.18;6
14869;2017-01-05;866;74;18009.6518;0.18;7
18667;2017-01-05;716;68;17204.4696;0.18;5
6451;2016-12-24;476;154;17280.4071;0.18;7
19751;2016-12-24;114;71;17776.2143;0.18;8
6294;2016-12-24;199;47;17249.4684;0.18;5
15511;2016-12-24;488;69;17785.2776;0.18;9
1003;2016-10-12;616;123;18127.1475;0.18;7
4924;2016-10-12;201;106;17558.5944;0.18;7
15896;2016-10-12;279;46;16640.1123;0.18;9
5244;2016-10-12;488;60;17267.65;0.18;5
1673;2016-09-28;1125;125;17255.4857;0.18;7
10822;2016-09-28;542;171;16709.9392;0.18;8
11833;2016-09-28;471;143;17615.8517;0.18;10
4603;2016-09-01;312;15;17195.1571;0.18;8
1172;2016-09-01;685;113;17948.6684;0.18;12
13178;2016-09-01;1081;47;17249.4684;0.18;12
7;2016-09-01;298;52;17750.2457;0.18;11
10970;2016-08-29;355;56;17321.6625;0.18;9
14856;2016-08-29;224;11;17262.6083;0.18;8
6139;2016-08-29;193;120;17585.6071;0.18;11
8665;2016-08-12;444;114;17789.32;0.18;2
17819;2016-08-12;963;157;18057.8296;0.18;8
9306;2016-08-12;524;35;17928.1954;0.18;5
18612;2016-08-12;823;63;17379.3034;0.18;1
7996;2016-08-09;1100;123;18127.1475;0.18;2
7388;2016-08-09;1138;75;16943.3838;0.18;8
17119;2016-08-09;219;140;17251.5879;0.18;7
6870;2016-08-09;760;4;17688.2122;0.18;7
16323;2016-07-28;38;138;17348.4811;0.18;2
6651;2016-07-28;709;159;17331.0141;0.18;12
14981;2016-07-28;1177;148;16964.9592;0.18;4
444;2016-07-28;1048;127;17831.8761;0.18;12
6778;2016-07-17;1069;104;17345.1621;0.18;4
6783;2016-07-17;757;159;17331.0141;0.18;8
17563;2016-07-17;800;23;17002.5247;0.18;9
823;2016-07-17;811;16;17717.8557;0.18;11
16951;2016-06-05;924;75;16943.3838;0.18;10
744;2016-06-05;376;56;17321.6625;0.18;4
2813;2016-06-05;29;44;17856.9977;0.18;1
2758;2016-06-05;1104;91;18290.6647;0.18;4
10326;2016-05-14;144;12;17374.121;0.18;2
13181;2016-05-14;77;158;17344.6449;0.18;5
15321;2016-05-14;986;7;17720.0447;0.18;2
8894;2016-05-14;524;120;17585.6071;0.18;4
16657;2016-04-04;251;74;18009.6518;0.18;12
8455;2016-04-04;650;165;16851.875;0.18;4
13685;2016-04-04;171;59;18055.7447;0.18;7
6089;2016-04-03;89;160;16786.0843;0.18;8
15145;2016-04-03;209;117;16779.5022;0.18;12
4988;2016-04-03;75;64;17115.1125;0.18;7
13218;2016-04-03;393;60;17267.65;0.18;11
7980;2016-03-14;641;41;17558.8369;0.18;8
4772;2016-03-14;1126;140;17251.5879;0.18;10
16069;2016-03-14;726;98;17906.5446;0.18;6
13481;2016-03-14;153;113;17948.6684;0.18;2
9628;2016-03-03;678;134;17904.3146;0.18;9
16452;2016-03-03;1002;64;17115.1125;0.18;7
4284;2016-03-03;383;18;17472.3209;0.18;8
13852;2016-03-03;1115;21;17975.7649;0.18;9
8599;2016-02-13;990;97;17455.3364;0.18;3
8800;2016-02-13;836;132;17145.7891;0.18;6
848;2016-02-13;214;134;17904.3146;0.18;4
19749;2016-02-13;917;179;17459.2253;0.18;7
2102;2016-01-21;998;176;17551.2512;0.18;8
6161;2016-01-21;762;161;16580.2274;0.18;11
14581;2016-01-21;96;36;17591;0.18;12
3230;2016-01-21;403;101;17492.7954;0.18;1
1488;2016-01-15;621;168;17486.2304;0.18;11
18675;2016-01-15;1170;147;17281.0986;0.18;9
8570;2016-01-15;232;5;17132.9538;0.18;1
17771;2016-01-15;724;81;17382.9556;0.18;3
13912;2016-01-07;996;4;17688.2122;0.18;2
10496;2016-01-07;494;36;17591;0.18;5
15528;2016-01-07;959;77;17265.6593;0.18;8
14996;2015-11-28;95;164;16713.9247;0.18;4
19396;2015-11-28;11;74;18009.6518;0.18;8
11303;2015-11-28;165;109;17631.1562;0.18;12
12649;2015-09-24;540;5;17132.9538;0.18;9
7449;2015-09-24;1146;102;17736.3395;0.18;4
4004;2015-09-24;549;66;18315.015;0.18;11
12051;2015-09-24;738;26;17178.5023;0.18;8
7856;2015-09-21;679;29;17691.8129;0.18;9
5977;2015-09-21;1114;134;17904.3146;0.18;9
10087;2015-09-21;1098;67;17674.0933;0.18;11
19381;2015-09-21;456;86;16950.05;0.18;6
15571;2015-07-31;529;137;17781.9037;0.18;1
18494;2015-07-31;785;38;18084.4457;0.18;10
2212;2015-07-31;99;53;16746.6324;0.18;3
17597;2015-07-31;637;16;17717.8557;0.18;6
13382;2015-07-01;416;65;17051.4158;0.18;9
18873;2015-07-01;537;1;16766.9526;0.18;6
15335;2015-07-01;46;37;17577.5046;0.18;8
2580;2015-07-01;1063;10;16247.0667;0.18;9
16829;2015-05-21;380;105;18157.1783;0.18;5
2427;2015-05-21;667;48;17018.6602;0.18;5
2645;2015-05-21;1092;40;16916.2522;0.18;12
1511;2015-05-17;63;11;17262.6083;0.18;8
12078;2015-05-17;191;84;18439.7743;0.18;10
8659;2015-05-17;628;133;17412.1905;0.18;12
18414;2015-05-17;195;117;16779.5022;0.18;9
9893;2015-05-12;308;128;17474.2759;0.18;12
13902;2015-05-12;828;145;17365.5349;0.18;4
17808;2015-05-12;458;47;17249.4684;0.18;4
10125;2015-05-12;636;120;17585.6071;0.18;3
6164;2015-03-25;370;96;17142.037;0.18;6
12814;2015-03-25;729;97;17455.3364;0.18;10
2850;2015-03-25;393;140;17251.5879;0.18;11
8162;2015-03-25;535;125;17255.4857;0.18;7
18327;2017-05-13;128;18;17472.3209;0.18;2
18111;2017-05-12;56;148;16964.9592;0.18;6
17847;2017-05-11;534;169;17928.3266;0.18;2
10894;2017-05-10;532;136;17564.6927;0.18;12
748;2016-12-13;92;140;17251.5879;0.18;1
18508;2016-12-13;63;137;17781.9037;0.18;7
8132;2016-12-13;698;140;17251.5879;0.18;10
13536;2016-12-13;896;55;17777.94;0.18;4
13813;2016-12-02;704;59;18055.7447;0.18;6
10207;2016-12-02;577;85;17594.584;0.18;8
11028;2016-12-02;249;105;18157.1783;0.18;10
9257;2016-12-02;755;127;17831.8761;0.18;2
14464;2016-12-01;580;51;17423.0083;0.18;5
17699;2016-12-01;1070;114;17789.32;0.18;12
3166;2016-12-01;1065;61;17536.8308;0.18;12
6316;2016-12-01;674;21;17975.7649;0.18;9
10997;2016-11-16;138;82;17657.1417;0.18;5
2424;2016-11-16;800;105;18157.1783;0.18;3
1037;2016-11-16;86;168;17486.2304;0.18;6
19200;2016-11-16;287;38;18084.4457;0.18;4
9220;2016-10-17;744;175;17766.5556;0.18;5
722;2016-10-17;569;46;16640.1123;0.18;8
11566;2016-10-17;575;175;17766.5556;0.18;12
12797;2016-10-17;429;34;17408.408;0.18;11
10591;2016-10-02;675;85;17594.584;0.18;10
3297;2016-10-02;24;77;17265.6593;0.18;6
1875;2016-10-02;1016;151;17111.3824;0.18;7
13520;2016-10-02;39;140;17251.5879;0.18;9
6716;2016-07-15;998;67;17674.0933;0.18;4
4059;2016-07-15;157;80;17378.0475;0.18;10
882;2016-07-15;15;50;16277.7973;0.18;6
13661;2016-07-15;961;84;18439.7743;0.18;5
8309;2016-06-29;208;7;17720.0447;0.18;10
7782;2016-06-29;1083;166;18141;0.18;3
8866;2016-06-29;540;115;18308.6794;0.18;11
8890;2016-06-29;277;54;17780.12;0.18;7
4228;2016-06-29;29;122;16910.643;0.18;10
7092;2016-06-29;1121;157;18057.8296;0.18;2
11942;2016-06-29;1056;38;18084.4457;0.18;10
12618;2016-06-29;320;39;17190.856;0.18;7
11235;2016-06-07;107;152;16594.1316;0.18;9
4183;2016-06-07;789;171;16709.9392;0.18;12
19478;2016-06-07;774;73;17036.0651;0.18;7
19809;2016-06-07;314;13;17250.3325;0.18;6
4002;2016-05-13;1101;77;17265.6593;0.18;4
8545;2016-05-13;930;129;17768.6268;0.18;11
17374;2016-05-13;445;155;17907.6649;0.18;9
12806;2016-05-13;15;80;17378.0475;0.18;11
6769;2016-04-28;807;126;18020.4532;0.18;12
14763;2016-04-28;160;141;18733.9543;0.18;6
9315;2016-04-28;926;129;17768.6268;0.18;10
15755;2016-02-24;818;109;17631.1562;0.18;10
19315;2016-02-24;766;25;17496.8069;0.18;3
6475;2016-02-24;982;89;17104.9976;0.18;7
15911;2016-02-24;828;31;16480.0186;0.18;10
15281;2016-01-28;368;31;16480.0186;0.18;2
9685;2016-01-28;1011;72;17714.4702;0.18;10
13616;2016-01-28;509;75;16943.3838;0.18;12
11517;2015-11-28;432;79;17682.6483;0.18;11
17654;2015-11-28;781;174;17365.9725;0.18;1
13342;2015-11-28;429;67;17674.0933;0.18;4
10254;2015-11-28;1122;37;17577.5046;0.18;2
5648;2015-10-30;894;131;16901.265;0.18;12
10052;2015-10-30;50;17;18067.7118;0.18;12
8790;2015-10-30;766;117;16779.5022;0.18;7
15630;2015-10-30;1127;75;16943.3838;0.18;12
16188;2015-10-25;923;82;17657.1417;0.18;10
7577;2015-10-25;297;1;16766.9526;0.18;6
18815;2015-10-25;78;158;17344.6449;0.18;11
5833;2015-10-25;753;78;17115.384;0.18;7
5659;2015-10-22;238;17;18067.7118;0.18;10
308;2015-10-22;822;166;18141;0.18;9
12471;2015-10-22;597;169;17928.3266;0.18;11
19001;2015-10-22;9;149;17525.4202;0.18;8
2652;2015-09-30;953;37;17577.5046;0.18;9
1356;2015-09-30;700;78;17115.384;0.18;11
421;2015-09-30;616;119;17266.89;0.18;7
9597;2015-09-30;367;30;17312.688;0.18;1
6672;2015-09-29;408;88;16966.7553;0.18;1
11263;2015-09-29;857;117;16779.5022;0.18;1
2302;2015-09-29;37;166;18141;0.18;8
15465;2015-09-29;1137;75;16943.3838;0.18;5
11756;2015-07-22;574;128;17474.2759;0.18;5
17032;2015-07-22;1069;27;17379.5676;0.18;10
17416;2015-07-22;921;71;17776.2143;0.18;3
16017;2015-07-22;82;56;17321.6625;0.18;5
2502;2015-07-01;610;134;17904.3146;0.18;5
8825;2015-07-01;165;64;17115.1125;0.18;11
1416;2015-07-01;1018;9;17021.548;0.18;9
